time,plate_no,route_id,route_name,remain_seat_cnt,station_id,station_name,station_seq
2025-05-14 21:57:07+00:00,경기78아1157,228000184,5600,43,228000449,용인시장.시장약국,10
2025-05-14 21:57:07+00:00,경기78아1163,228000184,5600,33,228000748,명지대입구,14
2025-05-14 21:57:07+00:00,경기78아1253,228000184,5600,29,228000687,Unknown Station,24
2025-05-14 21:57:07+00:00,경기78아1186,228000184,5600,9,228000686,고인돌.하나로마트.현대출고장,25
2025-05-14 21:57:07+00:00,경기78아1298,228000184,5600,7,277103364,Unknown Station,32
2025-05-14 21:57:07+00:00,경기78아1407,228000184,5600,0,277103443,Unknown Station,34
2025-05-14 21:57:07+00:00,경기78아9701,228000184,5600,36,204000064,판교제2테크노밸리,41
2025-05-14 21:57:07+00:00,경기78아1149,228000184,5600,19,204000223,공군부대제2정문.면회실,47
2025-05-14 21:57:07+00:00,경기73아1302,219000013,1000,38,219000121,송포파출소.송포농협,4
2025-05-14 21:57:07+00:00,경기73아1464,219000013,1000,70,219000121,송포파출소.송포농협,4
2025-05-14 21:57:07+00:00,경기73아1301,219000013,1000,27,219000364,Unknown Station,6
2025-05-14 21:57:07+00:00,경기73아1418,219000013,1000,54,219000192,강선마을(중),8
2025-05-14 21:57:07+00:00,경기73아1175,219000013,1000,21,219000370,마두역(중),10
2025-05-14 21:57:07+00:00,경기73아1163,219000013,1000,0,219000163,Unknown Station,12
2025-05-14 21:57:07+00:00,경기73아1178,219000013,1000,6,218000637,소만마을(중),16
2025-05-14 21:57:07+00:00,경기73아1156,219000013,1000,9,277104680,Unknown Station,19
2025-05-14 21:57:07+00:00,경기73아1155,219000013,1000,7,277104680,Unknown Station,19
2025-05-14 21:57:07+00:00,경기73아1152,219000013,1000,7,277104682,Unknown Station,22
2025-05-14 21:57:07+00:00,경기73아1135,219000013,1000,15,277101784,Unknown Station,24
2025-05-14 21:57:07+00:00,경기73아1134,219000013,1000,37,101000128,신한은행본점,29
2025-05-14 21:57:07+00:00,경기73아1120,219000013,1000,43,277101885,Unknown Station,31
2025-05-14 21:57:07+00:00,경기73아1118,219000013,1000,41,112000013,연세대앞(중),35
2025-05-14 21:57:07+00:00,경기73아1117,219000013,1000,41,277104683,Unknown Station,36
2025-05-14 21:57:07+00:00,경기73아1462,219000013,1000,42,277104681,Unknown Station,38
